District Name,District Number,Staff Type,American Indian or Alaska Native,Asian,Black or African American,Hispanic or Latino,Native Hawaiian or Pacific Islander,Multiple Races/Ethnicities,White,Unknown Race/Ethnicity
Union City,661,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,4.85%,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,88.35%,4.85%
Overton County,670,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,93.33%,Fewer than 5 Educators
Overton County,670,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,86.52%,12.17%
Overton County,670,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,86.03%,12.85%
Perry County,680,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,88.89%,Fewer than 5 Educators
Perry County,680,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,90.00%,7.00%
Perry County,680,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,91.89%,Fewer than 5 Educators
Pickett County,690,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators
Pickett County,690,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,80.00%,20.00%
Pickett County,690,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,80.00%,20.00%
Polk County,700,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,87.50%,Fewer than 5 Educators
Polk County,700,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,88.48%,10.30%
Polk County,700,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,89.21%,9.35%
Putnam County,710,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,94.00%,Fewer than 5 Educators
Putnam County,710,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,0.54%,1.61%,Fewer than 5 Educators,Fewer than 5 Educators,85.53%,11.47%
Putnam County,710,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,1.92%,Fewer than 5 Educators,Fewer than 5 Educators,84.25%,12.74%
Rhea County,720,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,78.57%,Fewer than 5 Educators
Rhea County,720,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,2.68%,Fewer than 5 Educators,Fewer than 5 Educators,83.63%,11.90%
Rhea County,720,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,3.04%,Fewer than 5 Educators,Fewer than 5 Educators,84.41%,11.03%
Dayton,721,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators
Dayton,721,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,88.24%,7.35%
Dayton,721,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,89.09%,9.09%
Roane County,730,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,100.00%,Fewer than 5 Educators
Roane County,730,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,1.61%,Fewer than 5 Educators,Fewer than 5 Educators,89.31%,7.46%
Roane County,730,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,2.00%,Fewer than 5 Educators,Fewer than 5 Educators,88.50%,8.25%
Robertson County,740,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,88.46%,Fewer than 5 Educators
Robertson County,740,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,2.63%,2.21%,Fewer than 5 Educators,0.53%,86.55%,7.67%
Robertson County,740,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,2.24%,2.95%,Fewer than 5 Educators,Fewer than 5 Educators,86.26%,7.43%
Rutherford County,750,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,14.95%,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,77.84%,4.64%
Rutherford County,750,All Educators,0.12%,0.64%,8.10%,2.94%,Fewer than 5 Educators,1.03%,79.99%,7.14%
Rutherford County,750,Teachers,Fewer than 5 Educators,0.75%,7.03%,3.06%,Fewer than 5 Educators,1.03%,80.79%,7.15%
Murfreesboro,751,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,18.75%,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,65.62%,Fewer than 5 Educators
Murfreesboro,751,All Educators,Fewer than 5 Educators,1.03%,9.79%,2.58%,Fewer than 5 Educators,1.29%,75.77%,9.54%
Murfreesboro,751,Teachers,Fewer than 5 Educators,1.12%,9.94%,2.72%,Fewer than 5 Educators,1.12%,75.80%,9.29%
Scott County,760,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,88.89%,Fewer than 5 Educators
Scott County,760,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,88.74%,10.39%
Scott County,760,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,87.86%,10.98%
Oneida,761,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,100.00%,Fewer than 5 Educators
Oneida,761,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,83.17%,16.83%
Oneida,761,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,80.46%,19.54%
Sequatchie County,770,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,100.00%,Fewer than 5 Educators
Sequatchie County,770,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,83.12%,15.62%
Sequatchie County,770,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,81.82%,16.53%
Sevier County,780,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,94.68%,Fewer than 5 Educators
Sevier County,780,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,0.52%,1.55%,Fewer than 5 Educators,Fewer than 5 Educators,85.64%,11.70%
Sevier County,780,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,0.58%,1.74%,Fewer than 5 Educators,Fewer than 5 Educators,84.73%,12.17%
Memphis-Shelby County Schools,792,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,80.96%,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,10.55%,7.57%
Memphis-Shelby County Schools,792,All Educators,0.13%,0.75%,67.11%,2.16%,Fewer than 5 Educators,1.02%,20.57%,8.25%
Memphis-Shelby County Schools,792,Teachers,0.11%,0.93%,64.51%,2.56%,Fewer than 5 Educators,1.18%,22.37%,8.34%
Arlington,793,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,80.00%,Fewer than 5 Educators
Arlington,793,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,12.07%,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,83.28%,1.86%
Arlington,793,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,12.11%,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,82.81%,1.95%
Bartlett,794,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,28.95%,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,68.42%,Fewer than 5 Educators
Bartlett,794,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,14.81%,2.44%,Fewer than 5 Educators,1.68%,72.52%,8.40%
Bartlett,794,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,11.97%,2.90%,Fewer than 5 Educators,1.93%,73.75%,9.27%
Collierville,795,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,28.57%,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,68.57%,Fewer than 5 Educators
Collierville,795,All Educators,Fewer than 5 Educators,0.85%,14.53%,1.13%,Fewer than 5 Educators,0.99%,76.30%,6.21%
Collierville,795,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,13.03%,1.23%,Fewer than 5 Educators,0.88%,77.46%,6.69%
Germantown,796,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,79.17%,Fewer than 5 Educators
Germantown,796,All Educators,Fewer than 5 Educators,1.26%,6.09%,1.68%,Fewer than 5 Educators,Fewer than 5 Educators,81.09%,9.24%
Germantown,796,Teachers,Fewer than 5 Educators,1.65%,4.67%,2.20%,Fewer than 5 Educators,Fewer than 5 Educators,81.32%,9.62%
Lakeland,797,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,63.64%,Fewer than 5 Educators
Lakeland,797,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,6.57%,2.53%,Fewer than 5 Educators,Fewer than 5 Educators,81.31%,8.59%
Lakeland,797,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,5.10%,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,81.53%,9.55%
Millington Municipal Schools,798,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,66.67%,Fewer than 5 Educators
Millington Municipal Schools,798,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,21.95%,3.41%,Fewer than 5 Educators,Fewer than 5 Educators,64.39%,9.76%
Millington Municipal Schools,798,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,19.51%,3.05%,Fewer than 5 Educators,Fewer than 5 Educators,65.85%,10.98%
Smith County,800,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,94.12%,Fewer than 5 Educators
Smith County,800,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,88.62%,10.98%
Smith County,800,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,87.56%,11.92%
Stewart County,810,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,100.00%,Fewer than 5 Educators
Stewart County,810,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,91.30%,7.25%
Stewart County,810,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,90.65%,7.48%
Sullivan County,820,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,91.43%,Fewer than 5 Educators
Sullivan County,820,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,87.77%,10.82%
Sullivan County,820,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,86.97%,11.22%
Bristol,821,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,86.67%,Fewer than 5 Educators
Bristol,821,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,89.78%,8.36%
Bristol,821,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,89.21%,9.13%
Kingsport,822,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,94.29%,Fewer than 5 Educators
Kingsport,822,All Educators,Fewer than 5 Educators,0.82%,1.63%,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,87.91%,8.33%
Kingsport,822,Teachers,Fewer than 5 Educators,1.02%,1.02%,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,87.73%,9.20%
Sumner County,830,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,6.19%,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,87.61%,5.31%
Sumner County,830,All Educators,Fewer than 5 Educators,0.37%,2.11%,2.27%,Fewer than 5 Educators,0.41%,86.52%,8.10%
Sumner County,830,Teachers,Fewer than 5 Educators,0.31%,1.55%,2.48%,Fewer than 5 Educators,0.41%,86.60%,8.38%
Tipton County,840,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,31.11%,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,60.00%,Fewer than 5 Educators
Tipton County,840,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,12.45%,1.50%,Fewer than 5 Educators,0.68%,76.88%,8.07%
Tipton County,840,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,10.74%,1.76%,Fewer than 5 Educators,Fewer than 5 Educators,79.23%,7.39%
Trousdale County,850,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,83.33%,Fewer than 5 Educators
Trousdale County,850,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,85.58%,9.62%
Trousdale County,850,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,86.05%,9.30%
Unicoi County,860,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,76.92%,Fewer than 5 Educators
Unicoi County,860,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,89.50%,9.39%
Unicoi County,860,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,91.43%,7.86%
Union County,870,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,85.00%,Fewer than 5 Educators
Union County,870,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,1.79%,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,85.93%,10.49%
Union County,870,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,86.12%,10.73%
Van Buren County,880,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,100.00%,Fewer than 5 Educators
Van Buren County,880,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,90.28%,8.33%
Van Buren County,880,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,90.91%,Fewer than 5 Educators
Warren County,890,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,100.00%,Fewer than 5 Educators
Warren County,890,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,0.99%,Fewer than 5 Educators,Fewer than 5 Educators,90.50%,7.92%
Warren County,890,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,89.42%,8.73%
Washington County,900,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,96.55%,Fewer than 5 Educators
Washington County,900,All Educators,Fewer than 5 Educators,0.85%,Fewer than 5 Educators,0.85%,Fewer than 5 Educators,Fewer than 5 Educators,88.38%,8.55%
Washington County,900,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,1.09%,Fewer than 5 Educators,Fewer than 5 Educators,87.75%,8.75%
Johnson City,901,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,86.67%,Fewer than 5 Educators
Johnson City,901,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,2.68%,2.01%,Fewer than 5 Educators,1.34%,85.79%,7.36%
Johnson City,901,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,2.81%,1.73%,Fewer than 5 Educators,Fewer than 5 Educators,85.96%,7.56%
Wayne County,910,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,100.00%,Fewer than 5 Educators
Wayne County,910,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,96.14%,2.90%
Wayne County,910,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,95.57%,3.16%
Weakley County,920,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,100.00%,Fewer than 5 Educators
Weakley County,920,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,1.99%,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,90.62%,5.68%
Weakley County,920,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,2.67%,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,90.08%,4.96%
White County,930,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,93.75%,Fewer than 5 Educators
White County,930,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,91.50%,5.44%
White County,930,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,91.63%,5.86%
Williamson County,940,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,8.16%,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,82.31%,6.12%
Williamson County,940,All Educators,Fewer than 5 Educators,0.71%,2.24%,2.06%,Fewer than 5 Educators,0.52%,84.44%,9.91%
Williamson County,940,Teachers,Fewer than 5 Educators,0.63%,1.42%,2.30%,Fewer than 5 Educators,0.50%,84.76%,10.22%
Franklin SSD,941,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,88.89%,Fewer than 5 Educators
Franklin SSD,941,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,5.23%,1.38%,Fewer than 5 Educators,Fewer than 5 Educators,85.67%,6.89%
Franklin SSD,941,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,4.69%,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,85.16%,7.42%
Wilson County,950,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,82.81%,10.94%
Wilson County,950,All Educators,Fewer than 5 Educators,0.46%,1.92%,1.72%,Fewer than 5 Educators,0.53%,84.91%,10.46%
Wilson County,950,Teachers,Fewer than 5 Educators,0.51%,1.35%,2.11%,Fewer than 5 Educators,0.59%,85.51%,9.94%
Lebanon,951,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,87.50%,Fewer than 5 Educators
Lebanon,951,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,3.43%,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,86.86%,8.57%
Lebanon,951,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,3.32%,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,86.35%,9.59%
West Tennessee School for the Deaf,960,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators
West Tennessee School for the Deaf,960,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,83.33%,Fewer than 5 Educators
West Tennessee School for the Deaf,960,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,85.71%,Fewer than 5 Educators
Tennessee Schools for the Deaf,964,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators
Tennessee Schools for the Deaf,964,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,89.83%,Fewer than 5 Educators
Tennessee Schools for the Deaf,964,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,91.30%,Fewer than 5 Educators
Achievement School District,985,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,88.89%,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators
Achievement School District,985,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,72.06%,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,11.76%,8.82%
Achievement School District,985,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,70.37%,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,11.11%,9.26%
Tennessee Public Charter School Commission,987,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,61.90%,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,33.33%,Fewer than 5 Educators
Tennessee Public Charter School Commission,987,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,52.48%,6.79%,Fewer than 5 Educators,2.35%,27.42%,9.92%
Tennessee Public Charter School Commission,987,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,50.16%,7.48%,Fewer than 5 Educators,2.80%,27.41%,10.90%
University Schools,988,Administrators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators
University Schools,988,All Educators,Fewer than 5 Educators,Fewer than 5 Educators,32.05%,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,56.41%,Fewer than 5 Educators
University Schools,988,Teachers,Fewer than 5 Educators,Fewer than 5 Educators,26.42%,Fewer than 5 Educators,Fewer than 5 Educators,Fewer than 5 Educators,56.60%,Fewer than 5 Educators
